VA,PA,PMU_Type,Rank,Bank,BankGroup
0x7f002586a600,0x3313fa600,14,0,2,2
0x7f0127892f00,0x2bcf98f00,17,0,6,2
0x7f00ca07b500,0x22583b500,16,0,10,2
0x7efffe83fa80,0x3291eea80,14,0,5,1
0x7f0058e5de80,0x33a77fe80,14,0,15,3
0x7f00a6037c80,0x330341c80,13,0,15,3
0x7f000742f800,0x330f42800,13,0,4,0
0x7f006463cc80,0x276bffc80,13,0,15,3
0x7f01881eb980,0x2f1da4980,16,0,5,1
0x7f010b52cd80,0x2b607dd80,16,0,15,3
0x7effa71a5900,0x3368c8900,16,0,4,0
0x7effe09cfd80,0x1fc12bd80,16,0,15,3
0x7effad457500,0x2eb5be500,16,0,2,2
0x7f017d3ec880,0x2bca84880,13,0,5,1
0x7f0155673b00,0x2beeecb00,17,0,4,0
0x7f00560e8300,0x339186300,17,0,0,0
0x7f00e3f9f380,0x2b12b0380,17,0,1,1
0x7f00696cb600,0x3321b0600,14,0,2,2
0x7f01379f7800,0x1fcc60800,13,0,4,0
0x7f009b00ea00,0x339d79a00,14,0,12,0
0x7effdbe8cb00,0x2c0de2b00,17,0,4,0
0x7f00cbad6000,0x3295da000,13,0,0,0
0x7effa8c9e880,0x331935880,13,0,13,1
0x7f00d389ed80,0x338ce7d80,16,0,15,3
0x7effb945d700,0x2c19fd700,17,0,10,2
0x7f00053ff580,0x2be8b6580,16,0,3,3
0x7f01479a9180,0x33302b180,16,0,9,1
0x7f00ecac8580,0x32f790580,16,0,3,3
0x7f00a1a52400,0x329bf7400,13,0,10,2
0x7f0155a9b300,0x332f7f300,17,0,8,0
0x7f0123b66c80,0x2b11f3c80,13,0,15,3
0x7f00a7172000,0x2b7988000,13,0,0,0
0x7f01706cc900,0x207aa2900,16,0,4,0
0x7f0177cee900,0x1e0677900,16,0,12,0
0x7f002e116700,0x329aaf700,17,0,10,2
0x7f00b7ae7800,0x330f3b800,13,0,12,0
0x7f00baf11a00,0x1fb375a00,14,0,12,0
0x7f017cc2d600,0x32d7da600,14,0,2,2
0x7f006c89e480,0x335252480,13,0,3,3
0x7eff9a408500,0x333729500,16,0,10,2
0x7f00dc465f00,0x230096f00,17,0,6,2
0x7effdfcccc00,0x334d21c00,13,0,14,2
0x7f00d27a4d80,0x33644fd80,16,0,15,3
0x7f00fe5dd780,0x3284fd780,17,0,11,3
0x7f00d0017f80,0x3320cdf80,17,0,15,3
0x7f00b648b080,0x2bec0e080,13,0,1,1
0x7f0095dca180,0x3322c9180,16,0,9,1
0x7f00f6052d00,0x2091bfd00,16,0,14,2
0x7effcf808700,0x206da0700,17,0,2,2
0x7f0032f28b80,0x32904ab80,17,0,5,1
0x7effe8c0c980,0x337ac4980,16,0,5,1
0x7effd3a90100,0x2bda50100,16,0,0,0
0x7f016c19bb80,0x32efe4b80,17,0,5,1
0x7effe809c680,0x2e22f8680,14,0,3,3
0x7f016cd57a80,0x3336f2a80,14,0,5,1
0x7f0110903c00,0x32ac6dc00,13,0,14,2
0x7f0182e7a600,0x330a8a600,14,0,2,2
0x7f010919ab00,0x206ea4b00,17,0,4,0
0x7eff92733980,0x32edb6980,16,0,5,1
0x7f00791e4500,0x3359c8500,16,0,2,2
0x7f01519bed80,0x32c3cad80,16,0,7,3
0x7f00a3c98600,0x337362600,14,0,2,2
0x7f011d63a680,0x229d48680,14,0,3,3
0x7f00c55ed980,0x209a58980,16,0,5,1
0x7f000bbfa900,0x331eaf900,16,0,12,0
0x7f018292fc00,0x32fa12c00,13,0,6,2
0x7f00e30f4900,0x33786e900,16,0,4,0
0x7f00f4cf3700,0x3390a7700,17,0,10,2
0x7eff8cc4b400,0x2eda15400,13,0,10,2
0x7f00cf698580,0x3301ff580,16,0,11,3
0x7f0120402980,0x332f1c980,16,0,5,1
0x7f008752e900,0x32d283900,16,0,12,0
0x7f001473aa00,0x33597ba00,14,0,12,0
0x7f012526a380,0x32f352380,17,0,1,1
0x7efff300f680,0x32f5e9680,14,0,11,3
0x7f015b787d00,0x2c27fdd00,16,0,14,2
0x7f003bc8be80,0x2b0d96e80,14,0,7,3
0x7f0133b25380,0x1e3152380,17,0,1,1
0x7f008fad9600,0x2cdef3600,14,0,10,2
0x7effe52d7280,0x2bfd4a280,14,0,1,1
0x7eff9f7f7300,0x2bb3cc300,17,0,0,0
0x7f011e0a9280,0x335d9c280,14,0,1,1
0x7f00a9994c00,0x328befc00,13,0,14,2
0x7effc754a100,0x2b0573100,16,0,8,0
0x7f0101cfa700,0x2c2a56700,17,0,2,2
0x7f0096950f80,0x2c2cbef80,17,0,7,3
0x7f00ddd4c880,0x32ce08880,13,0,5,1
0x7effafd48080,0x20c505080,13,0,9,1
0x7effb1f16c80,0x3327efc80,13,0,15,3
0x7f0079cc3600,0x2bffc8600,14,0,2,2
0x7effccdcec80,0x32ca96c80,13,0,7,3
0x7f0139ac2780,0x33483b780,17,0,11,3
0x7f011ca39680,0x33309d680,14,0,11,3
0x7f006deef000,0x32aa7a000,13,0,0,0
0x7f002a8c8900,0x3384eb900,16,0,12,0
0x7f0005db4c80,0x2c0acec80,13,0,7,3
0x7effb179b200,0x32991a200,14,0,0,0
0x7f013b379800,0x332d46800,13,0,4,0
0x7f001f5c8880,0x2c3cae880,13,0,5,1
0x7effe58dde80,0x33734ee80,14,0,7,3
0x7f0184e74000,0x209c4c000,13,0,0,0
0x7effc7d8e080,0x3380ee080,13,0,1,1
0x7f004a27c680,0x331a69680,14,0,11,3
0x7eff91a15b00,0x2f23f8b00,17,0,4,0
0x7f0077456500,0x33688e500,16,0,2,2
0x7f0148287680,0x3374e4680,14,0,3,3
0x7eff9c4f2500,0x32b8e7500,16,0,10,2
0x7f00bee4dd00,0x33000bd00,16,0,14,2
0x7f007ccff980,0x25ab5e980,16,0,5,1
0x7effc460c880,0x2e8ba1880,13,0,13,1
0x7effa18d1000,0x331732000,13,0,0,0
0x7eff98055e80,0x2e557ee80,14,0,7,3
0x7f00b8bed400,0x33129a400,13,0,2,2
0x7f006a36a080,0x209bc5080,13,0,9,1
0x7f00f6661080,0x332b68080,13,0,1,1
0x7f008f646c80,0x337f33c80,13,0,15,3
0x7f0094844d80,0x32e0aad80,16,0,7,3
0x7f0176a63980,0x335f0c980,16,0,5,1
0x7f00dd078e00,0x336b5fe00,14,0,14,2
0x7f015ae22780,0x3367e4780,17,0,3,3
0x7f0098520600,0x2e40be600,14,0,2,2
0x7f00520c2480,0x32e61d480,13,0,11,3
0x7effb17c1c00,0x331acdc00,13,0,14,2
0x7f013db0c700,0x33013b700,17,0,10,2
0x7f00a5e1af00,0x33560cf00,17,0,6,2
0x7f0123c57880,0x33171f880,13,0,13,1
0x7f014c6a8500,0x28eab2500,16,0,2,2
0x7f008c926180,0x332478180,16,0,1,1
0x7effeb24ae80,0x331e90e80,14,0,7,3
0x7f0094e19600,0x3329f8600,14,0,2,2
0x7f017f2a6100,0x329893100,16,0,8,0
0x7eff9574ef80,0x32f981f80,17,0,15,3
0x7f00c1a02f80,0x339661f80,17,0,15,3
0x7f00e977a300,0x3341dd300,17,0,8,0
0x7effccff9e00,0x3345cee00,14,0,6,2
0x7f0000919080,0x331fae080,13,0,1,1
0x7effbc814880,0x331842880,13,0,5,1
0x7effc48faf80,0x2e4f66f80,17,0,7,3
0x7eff932b9700,0x335342700,17,0,2,2
0x7f0159e65a80,0x337202a80,14,0,5,1
0x7f00fbeee600,0x32ecc2600,14,0,2,2
0x7eff9798e500,0x20bc2a500,16,0,2,2
0x7effb3938b00,0x335cbeb00,17,0,4,0
0x7f00ab9fa480,0x3368c6480,13,0,3,3
0x7f00ab9fa480,0x3368c6480,16,0,0,1
0x7f00d7912880,0x2b4ceb880,13,0,13,1
0x7efff6dfd880,0x33511a880,13,0,5,1
0x7effb2e41d00,0x26f67dd00,16,0,14,2
0x7f017b071880,0x1fea15880,13,0,13,1
0x7f010e0cd180,0x32ef54180,16,0,1,1
0x7f00e048ea00,0x1f40cfa00,14,0,12,0
0x7f0053756600,0x2c0967600,14,0,10,2
0x7f0106faf380,0x1fcb64380,17,0,1,1
0x7f00bc150f80,0x2e55a5f80,17,0,15,3
0x7f004910f380,0x32e605380,17,0,9,1
0x7f0138e7f980,0x32b4ad980,16,0,13,1
0x7f00676acc80,0x20140ac80,13,0,7,3
0x7f011cc00180,0x28773f180,16,0,9,1
0x7f00394d2b00,0x334d59b00,17,0,12,0
0x7f00ddcbd880,0x2be0a0880,13,0,5,1
0x7f012c28a600,0x32ed36600,14,0,2,2
0x7f00298aea00,0x333027a00,14,0,12,0
0x7f013ab56b80,0x166460b80,17,0,5,1
0x7f0047fa2700,0x2b7f15700,17,0,10,2
0x7effe1903380,0x203b2e380,17,0,1,1
0x7f00b5d82000,0x337bbb000,13,0,8,0
0x7f011ab04800,0x328206800,13,0,4,0
0x7f0032d07800,0x329a10800,13,0,4,0
0x7f004fe11500,0x3367de500,16,0,2,2
0x7f007552bf00,0x2f1d76f00,17,0,6,2
0x7f0158c30e80,0x2b78b9e80,14,0,15,3
0x7eff99063680,0x330bc1680,14,0,11,3
0x7f01482e7880,0x1e89e6880,13,0,5,1
0x7f00cc4e6d80,0x2edbbbd80,16,0,15,3
0x7f009136a500,0x203c84500,16,0,2,2
0x7f00fe055380,0x335bb5380,17,0,9,1
0x7f00ca942780,0x331359780,17,0,11,3
0x7efff884aa00,0x2bf28ea00,14,0,4,0
0x7f00da9c2500,0x332356500,16,0,2,2
0x7f013922f780,0x33a365780,17,0,11,3
0x7f000da2a980,0x2f1d7c980,16,0,5,1
0x7f00bca25680,0x2b2e1a680,14,0,3,3
0x7f0107e57d80,0x32a824d80,16,0,7,3
0x7f00fd1b0d80,0x3293c9d80,16,0,15,3
0x7f00c8753700,0x2b52d4700,17,0,2,2
0x7f009d557b00,0x2b4e36b00,13,1,2,2
0x7f009d557b00,0x2b4e36b00,17,0,4,0
0x7f0116456500,0x2f21e8500,16,0,2,2
0x7f0046830100,0x33d2d1100,13,1,9,2
0x7f0046830100,0x33d2d1100,16,0,8,0
0x7f00373eca80,0x338ee8a80,14,0,5,1
0x7f00918c6200,0x22c1cb200,14,0,8,0
0x7f0067889500,0x335e79500,16,0,10,2
0x7f0180719b00,0x32cdeeb00,17,0,4,0
0x7f01183ed380,0x2c24ad380,17,0,9,1
0x7f0001833000,0x32e89f000,13,0,8,0
0x7effaa91f680,0x33337e680,13,1,0,2
0x7effaa91f680,0x33337e680,14,0,3,3
0x7effb1a43200,0x33b667200,14,0,8,0
0x7f0129be1f00,0x32ae53f00,17,0,14,2
0x7f0170247200,0x3346e0200,14,0,0,0
0x7f003b563780,0x32b910780,17,0,3,3
0x7f00ff870f80,0x337eb6f80,17,0,7,3
0x7f01724a2c00,0x2c744fc00,13,0,14,2
0x7f008d209480,0x20188a480,13,0,3,3
0x7f00b5551c80,0x32e6bec80,13,0,7,3
0x7f005e204f80,0x33a736f80,17,0,7,3
0x7f001311e480,0x329afa480,13,0,3,3
0x7f003ea63700,0x2ac858700,17,0,2,2
0x7f0177db4700,0x328d20700,17,0,2,2
0x7f00ded41600,0x2b4192600,14,0,2,2
0x7f00c62af780,0x32f595780,17,0,11,3
0x7effe511f400,0x2ce77a400,13,0,2,2
0x7f017e1a4d80,0x26fd5bd80,16,0,15,3
0x7f003b8e6f00,0x33904bf00,17,0,14,2
0x7f00f3998e80,0x334bcae80,14,0,7,3
0x7eff9118e980,0x32c7ba980,16,0,5,1
0x7f00260f4100,0x329425100,16,0,8,0
0x7f012d581500,0x329391500,16,0,10,2
0x7f0102996380,0x2b54bd380,17,0,9,1
0x7f013805de80,0x33bc26e80,14,0,7,3
0x7f0143391f80,0x3393ecf80,17,0,7,3
0x7f00791f4780,0x2bc5dc780,17,0,3,3
0x7f013e6fbf80,0x32ef38f80,17,0,7,3
0x7f001d025d80,0x2e72bfd80,16,0,15,3
0x7f00e3fa3100,0x209aad100,16,0,8,0
0x7f002d020200,0x32e554200,14,0,0,0
0x7f00844a9a00,0x2e31e8a00,14,0,4,0
0x7f00577ef700,0x32ff39700,17,0,10,2
0x7effc1e6fc00,0x2b5729c00,13,0,14,2
0x7f0009da3480,0x2bc2d0480,13,0,3,3
0x7efffd5d2780,0x332fbe780,17,0,3,3
0x7effcf0d3100,0x2bf39c100,16,0,0,0
0x7f00e82ff700,0x3327fa700,17,0,2,2
0x7f0051e2b580,0x32b56f580,16,0,11,3
0x7f000c7ad000,0x2c2c85000,13,0,8,0
0x7f0102d4bb00,0x336a52b00,17,0,4,0
0x7f01702ba280,0x32ed24280,14,0,1,1
0x7f01781bd380,0x33a128380,17,0,1,1
0x7effd5d66180,0x32a9b2180,16,0,1,1
0x7f0006834980,0x1f6c9a980,16,0,5,1
0x7f0024118500,0x330bc4500,16,0,2,2
0x7f0170929b80,0x32fd2db80,17,0,13,1
0x7f00dd362180,0x266e15180,16,0,9,1
0x7f003cdde680,0x1fa48d680,14,0,11,3
0x7f00fbbbd900,0x32864a900,16,0,4,0
0x7effe6ba8800,0x2c0ad7800,13,0,12,0
0x7f000c481900,0x32ca99900,16,0,12,0
0x7f004ba24900,0x33170a900,16,0,4,0
0x7f0010c9e000,0x33043d000,13,0,8,0
0x7effcade4b00,0x336364b00,17,0,4,0
0x7f006d0a7300,0x2b9630300,17,0,0,0
0x7effc6158000,0x2b16a5000,13,0,8,0
0x7f012bc3e900,0x335b1a900,16,0,4,0
0x7eff99ee5880,0x2c5566880,13,0,5,1
0x7f00026c6500,0x2beb6a500,16,0,2,2
0x7f00e007bd80,0x328c59d80,16,0,15,3
0x7f006e93cd80,0x2c11cdd80,16,0,15,3
0x7f003df6e900,0x32fbff900,16,0,12,0
0x7f012f48cc00,0x32b0a6c00,13,0,6,2
0x7f018183ec80,0x33b67fc80,13,0,15,3
0x7f00b929cb00,0x334f0bb00,17,0,12,0
0x7f00a5ba8580,0x2f21c0580,16,0,3,3
0x7f00ca230e00,0x2cd0a0e00,14,0,6,2
0x7effc186d480,0x28304e480,13,0,3,3
0x7f00dd7ead00,0x2bcbdbd00,16,0,14,2
0x7f010fce7e80,0x32c5c5e80,14,0,15,3
0x7f000d350580,0x2eb6f4580,16,0,3,3
0x7f00df5c1680,0x32baed680,14,0,11,3
0x7f0138323200,0x32d3d7200,14,0,8,0
0x7f007e301a00,0x331f23a00,14,0,12,0
0x7f00eed8f100,0x337477100,16,0,8,0
0x7f015cb96100,0x32b3e4100,16,0,0,0
0x7f015c6f1100,0x26392b100,16,0,8,0
0x7f016bd38d80,0x33bbf6d80,16,0,7,3
0x7efff321fa00,0x32cdf1a00,14,0,12,0
0x7f0052596200,0x334433200,14,0,8,0
0x7effdb32ce80,0x334d42e80,14,0,7,3
0x7efff65a8900,0x33b474900,16,0,4,0
0x7f00cb8d9600,0x2beeed600,14,0,10,2
0x7f015b5fab00,0x334586b00,17,0,4,0
0x7effd1e35d00,0x32aa79d00,16,0,14,2
0x7f00e5b24380,0x2bb978380,17,0,1,1
0x7effbc2f0800,0x328c99800,13,0,12,0
0x7f0156ae3200,0x2668cb200,14,0,8,0
0x7f015f75a900,0x2f1989900,16,0,12,0
0x7f00a59cb180,0x32c0a3180,16,0,9,1
0x7f00f1b30380,0x27471e380,17,0,1,1
0x7f0114d83880,0x32c47e880,13,0,5,1
0x7effa6233d00,0x32a854d00,16,0,6,2
0x7f004276d180,0x333480180,16,0,1,1
0x7f0184202000,0x330dd5000,13,0,8,0
0x7f000a2ddc00,0x33407fc00,13,0,14,2
0x7f00ff00fb00,0x329f2eb00,17,0,4,0
0x7f0120c5ac00,0x2b54a2c00,13,0,6,2
0x7effc406a300,0x1e3cb6300,17,0,0,0
0x7f014437b480,0x338c74480,13,0,3,3
0x7f0182706100,0x32f96c100,16,0,0,0
0x7f00f81f4380,0x2c39e2380,17,0,1,1
0x7f00d4153280,0x2b4b6e280,14,0,1,1
0x7f01729d8380,0x32ec38380,17,0,1,1
0x7effd5c8a180,0x338d36180,16,0,1,1
0x7f000df65600,0x2b3291600,14,0,10,2
0x7f012d2d2880,0x205ec3880,13,0,13,1
0x7f0158ba9a00,0x32e41ea00,14,0,4,0
0x7f0131173500,0x33a659500,13,1,0,1
0x7f0131173500,0x33a659500,16,0,10,2
0x7f017cb27d00,0x2c058cd00,16,0,6,2
0x7f01041e7f80,0x28a561f80,17,0,15,3
0x7f0163a72400,0x20653e400,13,0,2,2
0x7f0008859e80,0x332da0e80,14,0,7,3
0x7f003c4aec00,0x200728c00,13,0,6,2
0x7f0113af0780,0x2b78a6780,17,0,3,3
0x7f0147132280,0x2c18a4280,14,0,1,1
0x7f0127097880,0x33379e880,13,0,5,1
0x7f00e75bb180,0x1d2c1f180,16,0,9,1
0x7f00471cbb80,0x26fb7fb80,17,0,13,1
0x7f004ec66700,0x2b1b9e700,17,0,2,2
0x7f0030d04b00,0x32edc1b00,17,0,12,0
0x7f00d7fde200,0x2cb5a4200,14,0,0,0
0x7f015b282b80,0x2b1e49b80,17,0,13,1
0x7f013a6ab900,0x3393b9900,16,0,12,0
0x7f005906c800,0x333e88800,13,0,4,0
0x7f0102939600,0x3310ac600,14,0,2,2
0x7f00dc9a6f80,0x20d8bff80,17,0,15,3
0x7f000161a200,0x2e720c200,14,0,0,0
0x7f000cc46a80,0x2c4ca4a80,14,0,5,1
0x7f0011c93000,0x32edc4000,13,0,0,0
0x7f0029cc0e80,0x32868be80,14,0,15,3
0x7f00a92fba80,0x339e31a80,14,0,13,1
0x7f00212b9880,0x33697b880,13,0,13,1
0x7effba911280,0x32b8cd280,14,0,9,1
0x7effdc218180,0x268ec9180,16,0,9,1
0x7f017d4a9100,0x337869100,16,0,8,0
0x7f0076b11680,0x33870c680,14,0,3,3
0x7effb40c2000,0x33202a000,13,0,0,0
0x7effc81dcf80,0x339369f80,17,0,15,3
0x7f0088358300,0x329404300,17,0,0,0
0x7f0050b0ef80,0x2eb66cf80,17,0,7,3
0x7f00b766bf00,0x3371a6f00,17,0,6,2
0x7f013c20b380,0x2c22bd380,17,0,9,1
0x7effb4884d80,0x2c3c30d80,16,0,7,3
0x7f009c11cf80,0x2e5b3bf80,17,0,15,3
0x7efffc757000,0x32a2f8000,13,0,0,0
0x7f00f14ab080,0x3389b6080,13,0,1,1
0x7f0015504600,0x3343ed600,14,0,10,2
0x7f00ef4d7680,0x32d777680,14,0,11,3
0x7f00775b7d80,0x3313d5d80,16,0,15,3
0x7f003355b280,0x32f53d280,14,0,9,1
0x7f011e7da500,0x335888500,16,0,2,2
0x7f013f0b6200,0x3395b8200,14,0,0,0
0x7f0078fceb80,0x33d0a9b80,17,0,13,1
0x7efff11d7f00,0x2e5b7bf00,17,0,14,2
0x7effc36aa980,0x330dc6980,16,0,5,1
0x7f008f986800,0x334d60800,13,0,4,0
0x7f004936ae00,0x32c471e00,14,0,14,2
0x7effd7b6aa80,0x337f83a80,14,0,13,1
0x7f00733b1980,0x331456980,16,0,5,1
0x7f015aad5900,0x338624900,16,0,4,0
0x7f00b7433880,0x32b335880,13,0,13,1
0x7effe6729400,0x329ae3400,13,0,10,2
0x7f008f0b3300,0x32b5d4300,17,0,0,0
0x7effed91b780,0x338cbe780,17,0,3,3
0x7f00bfcbe380,0x33cca8380,17,0,1,1
0x7f00cca99f00,0x2b028cf00,17,0,6,2
0x7f00118b1300,0x2b7ba2300,17,0,0,0
0x7effddf02e00,0x32b21fe00,14,0,14,2
0x7f00b1fb1380,0x338382380,17,0,1,1
0x7f0179574e00,0x1e7213e00,14,0,14,2
0x7f013b78fc00,0x336265c00,13,0,14,2
0x7effc0d40600,0x33b041600,14,0,10,2
0x7f00f445b200,0x2b8aae200,14,0,0,0
0x7f00840b8580,0x330cca580,16,0,3,3
0x7effcb700b00,0x32c95db00,17,0,12,0
0x7eff90ce3580,0x2e51b7580,16,0,11,3
0x7f0076cdc880,0x32f72f880,13,0,13,1
0x7f006463a280,0x33167e280,14,0,1,1
0x7f00a89db480,0x330233480,13,0,11,3
0x7f005adc8c00,0x329fb3c00,13,0,14,2
0x7f009579a400,0x2c0966400,13,0,2,2
0x7f006d500100,0x32c560100,16,0,0,0
0x7eff9fd80c80,0x2b0395c80,13,0,15,3
0x7f00c6a99600,0x33a96a600,14,0,2,2
0x7f0130eabc80,0x33ad1cc80,13,0,7,3
0x7f0123d5bd80,0x337a93d80,16,0,15,3
0x7f018a8d7a80,0x332fe2a80,14,0,5,1
0x7f010a304280,0x32d26d280,14,0,9,1
0x7f00b0d15480,0x32ef92480,13,0,3,3
0x7f0183f0d800,0x3334b7800,13,0,12,0
0x7f012b918680,0x334fd5680,14,0,11,3
0x7f0067118300,0x1ffa54300,17,0,0,0
0x7f00571cb780,0x2b218f780,17,0,11,3
0x7f0182552a80,0x3393b2a80,14,0,5,1
0x7f005e875f80,0x338e51f80,17,0,15,3
0x7f013ac0e480,0x331628480,13,0,3,3
0x7effed54c200,0x2b3850200,14,0,0,0
0x7f00d4a29b00,0x33b549b00,17,0,12,0
0x7f001c6df480,0x331fce480,13,0,3,3
0x7f01041ccf00,0x33b70af00,17,0,6,2
0x7f007569f580,0x32b3ec580,16,0,3,3
0x7f001d594980,0x32dee2980,16,0,5,1
0x7f002c393000,0x33483f000,13,0,8,0
0x7f0005677c80,0x3290d0c80,13,0,7,3
0x7f0027e23400,0x331f40400,13,0,2,2
0x7f00eee8c400,0x332685400,13,0,10,2
0x7effc2344280,0x33610a280,14,0,1,1
0x7effd9efea00,0x2b8277a00,14,0,12,0
0x7f00c60c4d00,0x32833ad00,16,0,6,2
0x7f0061284600,0x207a02600,14,0,2,2
0x7f013993ab80,0x33067cb80,17,0,5,1
0x7f0146b19080,0x337f3e080,13,0,1,1
0x7f009f16f000,0x328960000,13,0,0,0
0x7eff8d321c80,0x32f091c80,13,0,15,3
0x7f00b0bd3d00,0x32ffb1d00,16,0,14,2
0x7f01397a7600,0x2c23f6600,14,0,2,2
0x7f00e5de5800,0x1fe9dc800,13,0,4,0
0x7f00c83b8280,0x26d7d3280,14,0,9,1
0x7f0001fa2c00,0x3305e6c00,13,0,6,2
0x7f0077beed00,0x329a51d00,16,0,14,2
0x7f0092183380,0x33a1c0380,17,0,1,1
0x7f00196cfb80,0x2e38d0b80,17,0,5,1
0x7f007bbed880,0x2e7021880,13,0,13,1
0x7f003a3a5000,0x339f5c000,13,0,0,0
0x7f014ebeda80,0x2697d5a80,14,0,13,1
0x7f00947bb300,0x209b09300,17,0,8,0
0x7f00af68a100,0x3361fb100,16,0,8,0
0x7f0050d7d400,0x331033400,13,0,10,2
0x7f00c89e4f80,0x332b4af80,17,0,7,3
0x7f0161215680,0x33399e680,14,0,3,3
0x7f0174f5bc00,0x32fa52c00,13,0,6,2
0x7eff931f9f00,0x3358ccf00,17,0,6,2
0x7effa60c6c80,0x232814c80,13,0,7,3
0x7f0159887c80,0x338355c80,13,0,15,3
0x7f017c1b0080,0x3344ca080,13,0,1,1
0x7f000d7fd980,0x339db0980,16,0,5,1
0x7effc48bfa80,0x20a992a80,14,0,5,1
0x7effe71c8a80,0x2b13a1a80,14,0,13,1
0x7f0089669a80,0x206663a80,14,0,13,1
0x7effa532d980,0x32cc0d980,16,0,13,1
0x7f00e0d65100,0x32cb96100,16,0,0,0
0x7f004114dc00,0x209b7bc00,13,0,14,2
0x7f012ef8b000,0x33ae1a000,13,0,0,0
0x7f01265b6400,0x338f02400,13,0,2,2
0x7f00d9138100,0x2bee00100,16,0,0,0
0x7f01228f6c00,0x3378cbc00,13,0,14,2
0x7f0152356700,0x334f0d700,17,0,10,2
0x7f002e7a3180,0x1dc790180,16,0,1,1
0x7f0135270c80,0x2affb1c80,13,0,15,3
0x7f008be54d00,0x2c0ad5d00,16,0,14,2
0x7effe7e6f780,0x2b46fb780,17,0,11,3
0x7f0136122180,0x2f2304180,16,0,1,1
0x7f015eeedb80,0x32fd84b80,17,0,5,1
0x7f00785aa580,0x337a3a580,16,0,3,3
0x7effcd226680,0x203907680,14,0,11,3
0x7f016917cb80,0x2e7390b80,17,0,5,1
0x7eff9f58eb80,0x328b0db80,17,0,13,1
0x7f0005d48a80,0x2bf1f5a80,14,0,13,1
0x7effd4363800,0x32f6c9800,13,0,12,0
0x7f0162857b80,0x32afe9b80,17,0,13,1
0x7f013c498900,0x218417900,16,0,12,0
0x7f001b6fd600,0x3348c4600,14,0,2,2
0x7f007860d300,0x32aa07300,17,0,8,0
0x7f00dedda400,0x329477400,13,0,10,2
0x7f0092099580,0x331933580,16,0,11,3
0x7f004766cd00,0x32ce90d00,16,0,6,2
0x7f0138c4f780,0x33c477780,17,0,11,3
0x7f003c805f80,0x32ce79f80,17,0,15,3
0x7f00f7447a80,0x33d043a80,14,0,13,1
0x7f00e1262980,0x284ccd980,16,0,13,1
0x7f001d856480,0x32f03c480,13,0,3,3
0x7f01087c7980,0x32dfeb980,16,0,13,1
0x7f004d877d00,0x338e54d00,16,0,6,2
0x7effdecccc00,0x2e7381c00,13,0,14,2
0x7f00921dd280,0x337c6e280,14,0,1,1
0x7f0000244e00,0x33074ae00,14,0,6,2
0x7f007c041000,0x33a3f2000,13,0,0,0
0x7f00bf832b80,0x333abab80,17,0,5,1
0x7eff9e1b0c00,0x2b0c99c00,13,0,14,2
0x7f008509a300,0x33694f300,17,0,8,0
0x7f000240a100,0x2c7446100,16,0,0,0
0x7effb1320f00,0x329c27f00,17,0,14,2
0x7f00a3063f00,0x33a386f00,17,0,6,2
0x7f0126564c00,0x2bc5f3c00,13,0,14,2
0x7effafaa5380,0x32fee9380,17,0,9,1
0x7eff98ce7b80,0x2eb77cb80,17,0,5,1
0x7f00d2d74b00,0x2f2324b00,17,0,4,0
0x7f009caae880,0x2069d9880,13,0,13,1
0x7f016f38d900,0x331c56900,13,1,0,2
0x7f016f38d900,0x331c56900,16,0,4,0
0x7eff95395d00,0x32aabdd00,16,0,14,2
0x7f012e66dc80,0x2e8a86c80,13,0,7,3
0x7f01565ae700,0x33130b700,17,0,10,2
0x7f01428eaf00,0x339321f00,17,0,14,2
0x7f00e96cb000,0x330a0d000,13,0,8,0
0x7f00aa5bc280,0x3375d2280,14,0,1,1
0x7f0142eb3d00,0x331e00d00,16,0,6,2
0x7f015c03a380,0x2baf33380,17,0,9,1
0x7f01893edd00,0x201166d00,16,0,6,2
0x7f005bec9a80,0x32c8b6a80,14,0,5,1
0x7f0079f17d00,0x3333a4d00,16,0,6,2
0x7f006bae7f00,0x339ca5f00,17,0,14,2
0x7f0104638680,0x20a70e680,14,0,3,3
0x7f00d7a7cd80,0x33069bd80,16,0,15,3
0x7eff9c817200,0x2ead9b200,14,0,8,0
0x7f00e3230380,0x33452f380,17,0,9,1
0x7eff94d43200,0x331232200,14,0,0,0
0x7f0020355a00,0x32cc0ea00,14,0,4,0
0x7f016c91ad00,0x330f5ad00,16,0,6,2
0x7f0179aa0b80,0x2ccf21b80,17,0,13,1
0x7f00128aa480,0x32e96c480,13,0,3,3
0x7f013c919080,0x32b771080,13,0,9,1
0x7f00b43f1280,0x213e5b280,14,0,9,1
0x7f001ab00d80,0x2c407bd80,16,0,15,3
0x7effd73bf700,0x32e1c6700,17,0,2,2
0x7f0083aff880,0x32ba32880,13,0,5,1
0x7effa4d07600,0x32aed8600,14,0,2,2
0x7f012c0a4c80,0x332a65c80,13,0,15,3
0x7f0189012180,0x33224d180,16,0,9,1
0x7f00b6df4b80,0x33bfa2b80,17,0,5,1
0x7f00d32fa080,0x2b6c96080,13,0,1,1
0x7f00425a4280,0x33cbe4280,14,0,1,1
0x7f0096291000,0x203eea000,13,0,0,0
0x7f00a6cfcb80,0x33664ab80,17,0,5,1
0x7f0152f08600,0x339c8f600,14,0,10,2
0x7f0018d5fa80,0x2c51f3a80,14,0,13,1
0x7f00291c8600,0x32b886600,14,0,2,2
