VA,PA,PMU_Type,Rank,Bank,BankGroup
0x7f00ed0d3980,0x32876d980,16,0,13,1
0x7f003ea79880,0x212257880,13,0,13,1
0x7f004c0c3180,0x2ba11a180,16,0,1,1
0x7f0126664780,0x2c0419780,17,0,11,3
0x7f00e86cc180,0x28e5e5180,16,0,9,1
0x7f0054920700,0x206647700,17,0,10,2
0x7efff1e34500,0x1ee5de500,16,0,2,2
0x7f001b969700,0x329ba7700,17,0,10,2
0x7effa84a9180,0x1e7890180,16,0,1,1
0x7effdcc12000,0x1f35ac000,13,0,0,0
0x7f0006420780,0x268651780,17,0,11,3
0x7effcbeaf280,0x2c1292280,14,0,1,1
0x7f010ea09a00,0x1ff4d8a00,14,0,4,0
0x7f001a82a500,0x26d670500,16,0,2,2
0x7f003b0d6880,0x2ba3cd880,13,0,13,1
0x7f0048dea400,0x1f7874400,13,0,2,2
0x7f0076dbfd00,0x2bf45fd00,16,0,14,2
0x7f00a1317880,0x23cacf880,13,0,13,1
0x7efff77fb680,0x3299fc680,14,0,3,3
0x7f00244eb080,0x2ccffc080,13,0,1,1
0x7f0033e73c00,0x2c4bd0c00,13,0,6,2
0x7f002452da80,0x1e0233a80,14,0,13,1
0x7f0044f1f000,0x32b782000,13,0,0,0
0x7f013fd1cd80,0x2c037ad80,16,0,7,3
0x7f005243af00,0x32d929f00,17,0,14,2
0x7f00da4a2600,0x267a35600,14,0,10,2
0x7effb6f92f80,0x209deff80,17,0,15,3
0x7f015efc7580,0x2eb762580,16,0,3,3
0x7f007039f480,0x2b0c4c480,13,0,3,3
0x7f0145616280,0x2b5ffb280,14,0,9,1
0x7f002c410380,0x20a4fe380,17,0,1,1
0x7f000ffedf80,0x2c5545f80,17,0,15,3
0x7f017ee32380,0x20184a380,17,0,1,1
0x7eff92a21000,0x230efe000,13,0,0,0
0x7f004fe4f880,0x1de82f880,13,0,13,1
0x7f0101ec3280,0x1e7e58280,14,0,1,1
0x7f0021ee5880,0x1fba60880,13,0,5,1
0x7f017f339600,0x32aa7d600,14,0,10,2
0x7f0051c55e80,0x2c3603e80,14,0,15,3
0x7effbab9aa00,0x1fea17a00,14,0,12,0
0x7f006b353180,0x285ec7180,16,0,9,1
0x7f004faba400,0x32b17c400,13,0,2,2
0x7effd8d5c980,0x2326b8980,16,0,5,1
0x7f014ae50a80,0x32b435a80,14,0,13,1
0x7effeac41480,0x2b0102480,13,0,3,3
0x7f004173fb00,0x32fd7eb00,17,0,4,0
0x7f0186a35400,0x2c39db400,13,0,10,2
0x7f01423ef900,0x20a3df900,16,0,12,0
0x7f0048c01300,0x2b83f4300,17,0,0,0
0x7effd0863200,0x32ea4d200,14,0,8,0
0x7f0055eeaa00,0x20a19fa00,14,0,12,0
0x7f00070e2080,0x32c4e7080,13,0,9,1
0x7effa84e5180,0x201846180,16,0,1,1
0x7f00c2da2b00,0x273b04b00,17,0,4,0
0x7f001ce3fa80,0x209eb5a80,14,0,13,1
0x7f0078b99d80,0x2bef23d80,16,0,15,3
0x7effdd348580,0x32e05f580,16,0,11,3
0x7f006fe46d00,0x1e3b4fd00,16,0,14,2
0x7f002faa3b80,0x18fbf0b80,17,0,5,1
0x7f0042b6ed00,0x20ce83d00,16,0,14,2
0x7f0111acc500,0x328eb2500,16,0,2,2
0x7effd3904800,0x266490800,13,0,4,0
0x7f002cbaa380,0x200128380,17,0,1,1
0x7f0119f37100,0x2c0e75100,16,0,8,0
0x7f002a4d2a80,0x328f33a80,14,0,13,1
0x7eff963ca280,0x22a40b280,14,0,9,1
0x7f011608e780,0x2b2a4a780,17,0,3,3
0x7effdcb5b700,0x2b1e7b700,17,0,10,2
0x7effac295980,0x32997e980,16,0,5,1
0x7f014c07c900,0x2c2c70900,16,0,4,0
0x7f0083409780,0x203f0b780,17,0,11,3
0x7f00a8c36000,0x2b236c000,13,0,0,0
0x7effcb438880,0x2c59f2880,13,0,5,1
0x7f01511c4c80,0x2b4791c80,13,0,15,3
0x7efff90e2500,0x205ea8500,16,0,2,2
0x7f00b178f400,0x22ab82400,13,0,2,2
0x7f01591b0200,0x2bb7d9200,14,0,8,0
0x7f00d5a7e380,0x32ea2d380,17,0,9,1
0x7f009c755d80,0x203515d80,16,0,15,3
0x7efffd6d3c80,0x2c4246c80,13,0,7,3
0x7f002131d800,0x213631800,13,0,12,0
0x7effe79b3d00,0x20bc28d00,16,0,6,2
0x7f0026118200,0x2bd520200,14,0,0,0
0x7f0067aed900,0x1e8e5d900,16,0,12,0
0x7f013c7db680,0x32a0b4680,14,0,3,3
0x7effb2651000,0x32ae0e000,13,0,0,0
0x7f013694e900,0x201f19900,16,0,12,0
0x7f00aa504b80,0x28ec60b80,17,0,5,1
0x7effbaed1d80,0x2c16b3d80,16,0,15,3
0x7f015c631580,0x273d21580,16,0,11,3
0x7f004cdcb180,0x2c5444180,16,0,1,1
0x7f015c530c80,0x1cf1a6c80,13,0,7,3
0x7f0141022600,0x2868b4600,14,0,2,2
0x7effc5ea3980,0x2b145d980,16,0,13,1
0x7f00cab32580,0x2c1de2580,16,0,3,3
0x7effc356ec00,0x2b2259c00,13,0,14,2
0x7f00899e3500,0x2e3fdd500,16,0,10,2
0x7effc73c9d80,0x2b668cd80,16,0,7,3
0x7f0137dffe00,0x2b23a2e00,14,0,6,2
0x7f007a077300,0x2b5b25300,17,0,8,0
0x7f00b13ef980,0x2c480d980,16,0,13,1
0x7f0061b8e300,0x26416c300,17,0,0,0
0x7f001331d300,0x32d6b6300,17,0,0,0
0x7eff9f493480,0x1fcd0b480,13,0,11,3
0x7f009792a680,0x329f4e680,14,0,3,3
0x7f0153371300,0x2ac8d6300,17,0,0,0
0x7f001d253400,0x2b12fe400,13,0,2,2
0x7f005483ec00,0x2189fbc00,13,0,14,2
0x7effa121f080,0x2bb61b080,13,0,9,1
0x7f009ebbbd80,0x2b1bb1d80,16,0,15,3
0x7f0084627c00,0x1c2aeec00,13,0,6,2
0x7eff98d6f380,0x329e24380,17,0,1,1
0x7f00d821b380,0x287eda380,17,0,1,1
0x7efff9cd4880,0x1ff2d3880,13,0,13,1
0x7f01199be880,0x2b5af2880,13,0,5,1
0x7f00717c4600,0x2c5921600,14,0,10,2
0x7f00a7de1e80,0x2885e1e80,14,0,15,3
0x7f00b4cba480,0x15acd3480,13,0,11,3
0x7f00575b3780,0x2bd8ac780,17,0,3,3
0x7effc54bc280,0x20357c280,14,0,1,1
0x7f00dc5e0380,0x2c035b380,17,0,9,1
0x7f00317a1680,0x295e76680,14,0,3,3
0x7f00c2a9d600,0x2b0276600,14,0,2,2
0x7f006dc77180,0x32cfd9180,16,0,9,1
0x7f0098090880,0x2c2072880,13,0,5,1
0x7effc03dbc80,0x3280d6c80,13,0,7,3
0x7f0154b2b900,0x2b817e900,16,0,4,0
0x7f016e091680,0x21a21f680,14,0,11,3
0x7f005cc52180,0x1e7cd4180,16,0,1,1
0x7effcf72fe00,0x2096d6e00,14,0,6,2
0x7f013c47fb00,0x20549cb00,17,0,4,0
0x7f004f58cc00,0x32e344c00,13,0,6,2
0x7efff5414d80,0x2e98fed80,16,0,7,3
0x7effda52eb80,0x328df7b80,17,0,13,1
0x7f000d562a00,0x2072fea00,14,0,4,0
0x7f013ca74380,0x15ad3c380,17,0,1,1
0x7f016d3e6480,0x26f005480,13,0,11,3
0x7f00f8544500,0x283049500,16,0,10,2
0x7effa2bc3d00,0x26c326d00,16,0,6,2
0x7f00f650e100,0x32dca9100,16,0,8,0
0x7f00b4bbc600,0x32a29b600,14,0,10,2
0x7f0181cdaa80,0x32d9fca80,14,0,5,1
0x7f010cc02d80,0x203c3ad80,16,0,7,3
0x7f000fdfcc00,0x2959b2c00,13,0,6,2
0x7f0113ca0080,0x3293d5080,13,0,9,1
0x7f004c033980,0x2253be980,16,0,5,1
0x7efff3deee80,0x1ff8dde80,14,0,15,3
0x7f00d854f500,0x2b7919500,16,0,10,2
0x7f018b9d5700,0x2b0e0b700,17,0,10,2
0x7f0025d9a200,0x32a29f200,14,0,8,0
0x7f0074e36f80,0x20b85cf80,17,0,7,3
0x7f00d2448f00,0x3284ecf00,17,0,6,2
0x7effc93f2000,0x1f162b000,13,0,8,0
0x7f001e26ee80,0x2b70f9e80,14,0,15,3
0x7f0007516b00,0x2c5549b00,17,0,12,0
0x7f008d5d8280,0x20a52d280,14,0,9,1
0x7effdca34d00,0x20a83bd00,16,0,14,2
0x7f00c9989000,0x20ade3000,13,0,8,0
0x7f00549ece80,0x2eba40e80,14,0,7,3
0x7f010d05aa00,0x284925a00,14,0,12,0
0x7effc8e80680,0x2eda9f680,14,0,11,3
0x7effda97aa80,0x32dd42a80,14,0,5,1
0x7f018781ca00,0x2eda9ba00,14,0,12,0
0x7f018b041180,0x32cf6f180,16,0,9,1
0x7f0070316100,0x2f205c100,16,0,0,0
0x7f0075af8200,0x32c907200,14,0,8,0
0x7f018afb7980,0x2c4071980,16,0,13,1
0x7effc0538480,0x1b408f480,13,0,11,3
0x7f00a129c580,0x28520c580,16,0,3,3
0x7effabd2d680,0x20ab82680,14,0,3,3
0x7f00098f2280,0x2f22a1280,14,0,9,1
0x7f0160254180,0x2ac750180,16,0,1,1
0x7effe7f86680,0x2c221d680,14,0,11,3
0x7f012b32ca00,0x3292faa00,14,0,4,0
0x7f00a8530e00,0x15d66ae00,14,0,6,2
0x7effe31ce480,0x2e703c480,13,0,3,3
0x7f00b5de3880,0x2c2498880,13,0,5,1
0x7f008a1ee980,0x16efb3980,16,0,13,1
0x7f01133e0f80,0x2bdf22f80,17,0,7,3
0x7f01329c0380,0x22662a380,17,0,1,1
0x7f01239d8f00,0x2eb564f00,17,0,6,2
0x7f00c3212100,0x2c11d5100,16,0,8,0
0x7f01085c7700,0x2e3124700,17,0,2,2
0x7f0156708200,0x22805a200,14,0,0,0
0x7effce8bf880,0x329608880,13,0,5,1
0x7f00b99e4d00,0x2017e8d00,16,0,6,2
0x7f015c109200,0x2e7350200,14,0,0,0
0x7f0140ea6a80,0x2b842ba80,14,0,13,1
0x7f012f9e4000,0x20a52e000,13,0,0,0
0x7f01283d0e00,0x1ecf49e00,14,0,14,2
0x7effc8728900,0x2e9bd9900,16,0,12,0
0x7f0125494280,0x284e5b280,14,0,9,1
0x7effa8ab6280,0x2bed0b280,14,0,9,1
0x7eff9fcda400,0x2c593e400,13,0,2,2
0x7f0129280800,0x26c67a800,13,0,4,0
0x7f005bf5c280,0x2b94bb280,14,0,9,1
0x7eff8f520d80,0x32c12fd80,16,0,15,3
0x7f00dbfb8000,0x2b115f000,13,0,8,0
0x7f0043286900,0x1d86bd900,16,0,12,0
0x7f00d851a100,0x28d548100,16,0,0,0
0x7f005d4c3b00,0x272ebeb00,17,0,4,0
0x7f005f6c5c80,0x2eb9e8c80,13,0,7,3
0x7f013f505c80,0x32db37c80,13,0,15,3
0x7f001602a580,0x290f7d580,16,0,11,3
0x7effeb10db80,0x26cb93b80,17,0,13,1
0x7f001dfccb00,0x1c50bbb00,17,0,12,0
0x7f0076b68700,0x2bc480700,17,0,2,2
0x7f00b2f10680,0x2c4dd0680,14,0,3,3
0x7f01534b1a00,0x282e37a00,14,0,12,0
0x7f0032683b80,0x2689aab80,17,0,5,1
0x7f00f7c53280,0x2bde49280,14,0,9,1
0x7f00d6d59980,0x2bcf63980,16,0,13,1
0x7f00a091c180,0x20f4c8180,16,0,1,1
0x7f013e62a480,0x1e22a9480,13,0,11,3
0x7eff9ed9fb80,0x32d05ab80,17,0,5,1
0x7effbf0b6c00,0x229002c00,13,0,6,2
0x7f0053c11380,0x2c4df0380,17,0,1,1
0x7f00851fe380,0x208035380,17,0,9,1
0x7f01286b6f80,0x26bf07f80,17,0,15,3
0x7f00911ced00,0x20b834d00,16,0,6,2
0x7f0103ff1d80,0x203d92d80,16,0,7,3
0x7effaa9c9000,0x2b1e41000,13,0,8,0
0x7f002cfca580,0x32f742580,16,0,3,3
0x7f00fc346e00,0x328d03e00,14,0,14,2
0x7effca692200,0x1e1ebd200,14,0,8,0
0x7f004557c200,0x32ccef200,14,0,8,0
0x7f0177978780,0x2183b8780,17,0,3,3
0x7f004a627500,0x32adba500,16,0,2,2
0x7f00bb9b5500,0x2e500c500,16,0,2,2
0x7f00d0005380,0x2e4655380,17,0,9,1
0x7f001c963f80,0x2b1e2ff80,17,0,15,3
0x7f0083386780,0x207005780,17,0,11,3
0x7effa2a06800,0x32f130800,13,0,4,0
0x7f003b85a380,0x2731e6380,17,0,1,1
0x7f00fc17b500,0x2b68e0500,16,0,2,2
0x7f011c250280,0x228c4b280,14,0,9,1
0x7f00c3592880,0x2e5ad8880,13,0,5,1
0x7eff9fe95700,0x32df63700,17,0,10,2
0x7f0125ec0a00,0x2c36bca00,14,0,4,0
0x7f012b3a6e00,0x265d95e00,14,0,14,2
0x7f0179574e80,0x1e7213e80,14,0,15,3
0x7f00f8a06080,0x2b5193080,13,0,9,1
0x7f01315c6c00,0x329991c00,13,0,14,2
0x7eff8e34ff00,0x2b945bf00,17,0,14,2
0x7f00dce4cf80,0x1e6edef80,17,0,7,3
0x7f007709f280,0x200b4e280,14,0,1,1
0x7f013cddf200,0x287e8e200,14,0,0,0
0x7f012c6f4200,0x23e68e200,14,0,0,0
0x7f016d378580,0x2bdc0e580,16,0,3,3
0x7eff9ca71180,0x2e58cc180,16,0,1,1
0x7f00f3345600,0x217166600,14,0,2,2
0x7f00c002ed00,0x2b7a19d00,16,0,14,2
0x7f00f12a8700,0x2e4644700,17,0,2,2
0x7effb9802d00,0x2b1dedd00,16,0,14,2
0x7efffca6e900,0x2b522f900,16,0,12,0
0x7f0128889d00,0x2ce882d00,16,0,6,2
0x7f00d2e9ab80,0x2b0828b80,17,0,5,1
0x7f00a909ed80,0x2e41c6d80,16,0,7,3
0x7f018b48b380,0x2f2153380,17,0,9,1
0x7f009ddab980,0x2b244c980,16,0,5,1
0x7f0032911f00,0x32e9ddf00,17,0,14,2
0x7f0034457200,0x2e41d5200,14,0,8,0
0x7efff2c3e600,0x32d711600,14,0,10,2
0x7f00aa0a4b00,0x28ca1ab00,17,0,4,0
0x7f005cc67a00,0x2b9324a00,14,0,4,0
0x7f00c4e78680,0x2c5989680,14,0,11,3
0x7f012f9a5100,0x2b70bd100,16,0,8,0
0x7efff9a52f00,0x28c0aff00,17,0,14,2
0x7f00b8f39800,0x1e863d800,13,0,12,0
0x7f00eff84980,0x1fd074980,16,0,5,1
0x7eff92fcd780,0x2b39d1780,17,0,11,3
0x7f015db59900,0x328e6f900,16,0,12,0
0x7f00f5c6c480,0x26406e480,13,0,3,3
0x7f00a7497b00,0x2297dab00,17,0,4,0
0x7f00761b5380,0x32cc70380,17,0,1,1
0x7f00c9d9db80,0x3298b3b80,17,0,13,1
0x7f00ef25c080,0x272dd7080,13,0,9,1
0x7f0121386400,0x23d681400,13,0,10,2
0x7eff8cf0e280,0x2115ef280,14,0,9,1
0x7effe101f300,0x32df9c300,17,0,0,0
0x7f014a90ec00,0x2baea2c00,13,0,6,2
0x7effd24f0d00,0x32d736d00,16,0,6,2
0x7f009df0cd80,0x21212ed80,16,0,7,3
0x7f00a50cf580,0x284e52580,16,0,3,3
0x7f017e367880,0x2c040f880,13,0,13,1
0x7f00961bc780,0x287c52780,17,0,3,3
0x7effc6a30580,0x26d18f580,16,0,11,3
0x7f0043b6b380,0x28823c380,17,0,1,1
0x7f010eadc780,0x2e44af780,17,0,11,3
0x7f0157962300,0x2e8963300,17,0,8,0
0x7f00d7414380,0x329229380,17,0,9,1
0x7f003b126e80,0x32de40e80,14,0,7,3
0x7f004dac2c80,0x32d976c80,13,0,7,3
0x7f0085ed8b00,0x2b3bf2b00,17,0,4,0
0x7f006e2a6200,0x2b0522200,14,0,0,0
0x7efffaf14c00,0x28ca68c00,13,0,6,2
0x7f0014f5d800,0x2b21c1800,13,0,12,0
0x7f00cb036b80,0x267204b80,17,0,5,1
0x7f00d4517580,0x328e2f580,16,0,11,3
0x7f0141e7eb80,0x2e395cb80,17,0,5,1
0x7effce328000,0x32b150000,13,0,0,0
0x7f0178581e80,0x2078bee80,14,0,7,3
0x7effcbf1f400,0x2bf111400,13,0,10,2
0x7f010c5c3080,0x20d9e2080,13,0,1,1
0x7f016a2be100,0x28fa00100,16,0,0,0
0x7f015c05b700,0x2f19da700,17,0,2,2
0x7f00f3ff3200,0x2b1a26200,14,0,0,0
0x7f010c710880,0x2b49ea880,13,0,5,1
0x7eff947fd880,0x20a2da880,13,0,5,1
0x7f00ad654e00,0x2053f8e00,14,0,6,2
0x7f00646af200,0x1fbcf1200,14,0,8,0
0x7f0059826900,0x2166ac900,16,0,4,0
0x7f0124b3d380,0x2baffa380,17,0,1,1
0x7effbf645000,0x2bc497000,13,0,8,0
0x7effcfb31600,0x2b6091600,14,0,10,2
0x7effe1aa1780,0x32978f780,17,0,11,3
0x7eff9e6ccf00,0x1ff4dbf00,17,0,14,2
0x7f00b0d7fc80,0x2c6103c80,13,0,15,3
0x7f0107ade880,0x2b93de880,13,0,5,1
0x7effba9b5e80,0x2c4066e80,14,0,7,3
0x7f006a436080,0x2b972c080,13,0,1,1
0x7f001063ce00,0x2eb9aae00,14,0,6,2
0x7effe6561b80,0x2b0c4eb80,17,0,5,1
0x7effd50ad180,0x234e0b180,16,0,9,1
0x7f004f504b00,0x1df492b00,17,0,4,0
0x7eff949d0f00,0x32b72df00,17,0,14,2
0x7f00f1639a00,0x1ed447a00,14,0,12,0
0x7f016d38e780,0x206f4c780,17,0,3,3
0x7f001cc22d00,0x1f099ad00,16,0,6,2
0x7f0023b99700,0x2e3ffc700,17,0,2,2
0x7f00cb065300,0x2b8358300,17,0,0,0
0x7f013b77ba00,0x28f738a00,14,0,4,0
0x7effc182c500,0x2b1902500,16,0,2,2
0x7f00406ec500,0x20476b500,16,0,10,2
0x7f0047a0c380,0x2be919380,17,0,9,1
0x7f0096275780,0x207e44780,17,0,3,3
0x7effd0481a00,0x2afbd9a00,14,0,12,0
0x7efff3439680,0x2f1543680,14,0,11,3
0x7f00cdfcdd00,0x2b67d4d00,16,0,6,2
0x7f0109910a00,0x32925ca00,14,0,4,0
0x7f01695b6880,0x2b905a880,13,0,5,1
0x7f0022a54500,0x202e43500,16,0,10,2
0x7f008aea7100,0x2ee21a100,16,0,0,0
0x7effa2f35080,0x20c46f080,13,0,9,1
0x7f0002984400,0x201b60400,13,0,2,2
0x7effb1bec200,0x2c0dd7200,14,0,8,0
0x7f01492d7600,0x2c2dff600,14,0,10,2
0x7effe2ae9980,0x32827b980,16,0,13,1
0x7f012fa31280,0x32807e280,14,0,1,1
0x7eff9afdc980,0x1e79f4980,16,0,5,1
0x7f003ac46300,0x203c4d300,17,0,8,0
0x7f00c2c4da00,0x200a0ba00,14,0,12,0
0x7f018c4d2700,0x2b817b700,17,0,10,2
0x7effb0479280,0x328a34280,14,0,1,1
0x7f0088f3b900,0x284d47900,16,0,12,0
0x7f0109b40c00,0x2e8bf6c00,13,0,6,2
0x7f0053a39580,0x20721d580,16,0,11,3
0x7f003a2b0480,0x2e4fe1480,13,0,11,3
0x7f006c545e00,0x2678a4e00,14,0,6,2
0x7f0157d78580,0x2bdd59580,16,0,11,3
0x7f017ce81c80,0x1ffaefc80,13,0,15,3
0x7f00ad281a00,0x1ef038a00,14,0,4,0
0x7f010469a380,0x2e4147380,17,0,9,1
0x7f004062ae00,0x32b275e00,14,0,14,2
0x7f00c390f280,0x329f9a280,14,0,1,1
0x7f00a8ed6c00,0x2bf2c5c00,13,0,14,2
0x7effd1227900,0x2b9a69900,16,0,12,0
0x7f006bfeb280,0x2b68e6280,14,0,1,1
0x7f0147d79680,0x2c0513680,14,0,11,3
0x7eff9bd68480,0x2b149c480,13,0,3,3
0x7f01523bc200,0x32d999200,14,0,8,0
0x7f00de375180,0x2c4e26180,16,0,1,1
0x7eff9200c200,0x20ad73200,14,0,8,0
0x7f00828a3f00,0x2c58ccf00,17,0,6,2
0x7effa09d8b00,0x20a97ab00,14,0,14,3
0x7effa09d8b00,0x20a97ab00,17,0,4,0
0x7effffdea300,0x26b31b300,17,0,8,0
0x7f008494ec00,0x20bf43c00,13,0,14,2
0x7f0085381a80,0x209d96a80,14,0,5,1
0x7f010b7a5080,0x329b34080,13,0,1,1
0x7effd8282580,0x273676580,16,0,3,3
0x7f0028182080,0x32cf51080,13,0,9,1
0x7f00c6fd7900,0x2b6358900,16,0,4,0
0x7f00b864b780,0x33047c780,17,0,3,3
0x7f001dc71980,0x2b68ce980,16,0,5,1
0x7f014bdf5180,0x28c21a180,16,0,1,1
0x7f014c247e00,0x201dd6e00,14,0,6,2
0x7f0173c50f00,0x28d8f6f00,17,0,6,2
0x7f0020174b80,0x1fc8edb80,17,0,13,1
0x7f013ddb0600,0x21d5a9600,14,0,10,2
0x7effceb7d180,0x2bb92a180,16,0,1,1
0x7f0100202f00,0x1ff2a0f00,17,0,6,2
0x7effb49b1900,0x2c23d6900,16,0,4,0
0x7effd13a1180,0x328f1b180,16,0,9,1
0x7f0081d08a80,0x3280e3a80,14,0,13,1
0x7f00d68adc80,0x234741c80,13,0,15,3
0x7f013e5c8600,0x32cfa9600,14,0,10,2
0x7f0110ab2180,0x32f660180,16,0,1,1
0x7f00617a7680,0x2b5c3a680,14,0,3,3
0x7efff4f30b00,0x2bf67eb00,17,0,4,0
0x7effb5e90780,0x2ac9c1780,17,0,11,3
0x7f007f7c0e80,0x2be3e0e80,14,0,7,3
0x7f017c0a5080,0x205b16080,13,0,1,1
0x7efff0063580,0x20a7f7580,16,0,11,3
0x7f013723ce80,0x2e5262e80,14,0,7,3
0x7f0179e00700,0x2be7cf700,17,0,10,2
0x7f009f76ad80,0x209339d80,16,0,15,3
0x7f01028ef500,0x32da22500,16,0,2,2
0x7f0180523180,0x2f23dd180,16,0,9,1
0x7f000201da80,0x20790fa80,14,0,13,1
0x7f00989a4980,0x2cd097980,16,0,13,1
0x7f013db84c80,0x2b6301c80,13,0,15,3
0x7effa0cc9400,0x2b9369400,13,0,10,2
0x7f017d6dae80,0x2b1800e80,14,0,7,3
0x7f006e102780,0x2e99d3780,17,0,11,3
0x7effa3a57a80,0x1af901a80,14,0,13,1
0x7effa8cff680,0x2e5353680,14,0,11,3
0x7f00c3239480,0x2c0aee480,13,0,3,3
0x7f00927f8680,0x2e73f5680,14,0,11,3
0x7f00ce18c380,0x2078ae380,17,0,1,1
0x7f011627e680,0x1fdad6680,14,0,3,3
0x7f018a1bd600,0x15279b600,14,0,10,2
0x7f015095e080,0x20b658080,13,0,1,1
0x7f00214d3a80,0x2ba125a80,14,0,13,1
0x7f00d190b200,0x1ff7ca200,14,0,0,0
0x7f006127ae80,0x28f6afe80,14,0,15,3
0x7f016278ac00,0x28af4ec00,13,0,6,2
0x7f008ebeab00,0x204d47b00,17,0,12,0
0x7effd3e04900,0x2b14f5900,16,0,12,0
0x7f0121a92a80,0x20b1a6a80,14,0,5,1
0x7f0164a9f400,0x23321d400,13,0,10,2
0x7f007f067f80,0x328f12f80,17,0,7,3
0x7f00000d0e80,0x2b0b86e80,14,0,7,3
0x7f00ba711200,0x2b12d8200,14,0,0,0
0x7f000e70bf00,0x2b7f9df00,17,0,14,2
0x7f0050cccb00,0x32fc3fb00,17,0,12,0
0x7f00d11f8000,0x208b05000,13,0,8,0
0x7effedd41980,0x263ae3980,16,0,13,1
0x7f00ed304c00,0x234ca2c00,13,0,6,2
0x7f00af3a5300,0x2c08a1300,17,0,8,0
0x7f00588d4980,0x28d7ad980,16,0,13,1
0x7f012b88da00,0x2eb50ba00,14,0,12,0
0x7effc25edc80,0x1fe025c80,13,0,15,3
0x7effb9681600,0x2c5936600,14,0,2,2
0x7f006210bf80,0x329277f80,17,0,15,3
0x7f01474c7680,0x2ccf88680,14,0,3,3
0x7f0092fcc600,0x22b540600,14,0,2,2
0x7f014f517e00,0x2b7267e00,14,0,14,2
0x7f000999ea80,0x2e504da80,14,0,13,1
0x7f0184b34a80,0x2e53dea80,14,0,5,1
0x7f0067e94580,0x2b5ec5580,16,0,11,3
0x7f0005402f00,0x2eace2f00,17,0,6,2
0x7f0153059680,0x207a8f680,14,0,11,3
0x7f009a5b0680,0x2c001d680,14,0,11,3
0x7f017bd27d00,0x234849d00,16,0,14,2
0x7f014f93c100,0x1d882f100,16,0,8,0
0x7f00fe943b00,0x2be225b00,17,0,12,0
0x7f0107829c00,0x2eb9f2c00,13,0,6,2
0x7f0093010100,0x20c428100,16,0,0,0
0x7f005b4f1d00,0x26fa53d00,16,0,14,2
0x7f010e98d300,0x2b79a1300,17,0,8,0
0x7f0156e95400,0x20bf15400,13,0,10,2
0x7eff9e0b6a00,0x2879aba00,14,0,12,0
0x7f01643c4e00,0x2c5f3ce00,14,0,6,2
0x7f01761a4280,0x2c0992280,14,0,1,1
0x7effc24cde80,0x2bc6cde80,14,0,15,3
0x7f00ac8c8e00,0x2b9613e00,14,0,14,2
0x7f0056292e00,0x2bfc7be00,14,0,14,2
0x7f01393e3680,0x3280f8680,14,0,3,3
0x7effe764e780,0x2ba686780,17,0,3,3
0x7f0042b66e00,0x2bf3fae00,14,0,6,2
0x7f004a8d5a00,0x2b54d3a00,14,0,12,0
0x7f00b7b22400,0x329d1f400,13,0,10,2
0x7effa5daa080,0x19cafc080,13,0,1,1
0x7f0170978880,0x32b787880,13,0,13,1
0x7f007661c580,0x2c29c8580,16,0,3,3
0x7f0105623180,0x229d8b180,16,0,9,1
0x7f00af62d480,0x2b95f4480,13,0,3,3
0x7f007322cc00,0x32a2a8c00,13,0,6,2
0x7f014c2fd000,0x1a37bf000,13,0,8,0
0x7f00ee2b9b80,0x1f2667b80,17,0,13,1
0x7f01115d7680,0x32ad3a680,14,0,3,3
0x7f011b269c80,0x16efb2c80,13,0,7,3
0x7f00b3672e80,0x1e2535e80,14,0,15,3
0x7f0177a7b900,0x328e0c900,16,0,4,0
0x7effa1926680,0x1ffb7f680,14,0,11,3
0x7f00ab619f00,0x290885f00,17,0,14,2
0x7f018545b000,0x3288e1000,13,0,8,0
0x7f01204c9680,0x2e524a680,14,0,3,3
0x7f006c63c880,0x2665a0880,13,0,5,1
0x7f015966ee80,0x1efd97e80,14,0,15,3
0x7f0068315a80,0x2c032fa80,14,0,13,1
0x7f007ead8800,0x2befb8800,13,0,4,0
0x7effd9539b80,0x2c4450b80,17,0,5,1
0x7f00d2d03280,0x329718280,14,0,1,1
0x7effaeaa4280,0x2b08fe280,14,0,1,1
0x7f00509cfa80,0x286031a80,14,0,13,1
0x7f016e50d800,0x2857f9800,13,0,12,0
0x7f00c22b3e00,0x32f622e00,14,0,6,2
0x7f00a9454a00,0x2bc425a00,14,0,12,0
0x7f0187a0fd00,0x2bc7b3d00,16,0,14,2
0x7f0174cdfe80,0x2004a8e80,14,0,7,3
0x7f0171145100,0x2ce711100,16,0,8,0
0x7f00f9333f80,0x1dfbeff80,17,0,15,3
0x7effabd0df80,0x329933f80,17,0,15,3
0x7f001fe1e700,0x2afd44700,17,0,2,2
0x7f00c7f97600,0x32d9d0600,14,0,2,2
0x7f00521dce00,0x2b1d6ae00,14,0,6,2
0x7f0048c45100,0x28c0ed100,16,0,8,0
0x7f00cb143200,0x22a247200,14,0,8,0
0x7f013091b500,0x32885f500,16,0,10,2
0x7f006f2d3200,0x291164200,14,0,0,0
0x7f0087e30e00,0x2e3fd7e00,14,0,14,2
0x7f01370f2680,0x2b4e35680,14,0,11,3
0x7f0152d2f100,0x2045fc100,16,0,0,0
0x7f00ee7e2300,0x32cf42300,17,0,0,0
0x7f0182490100,0x26485b100,16,0,8,0
0x7f00c9936a80,0x2babada80,14,0,13,1
0x7f00fafcb080,0x328bc6080,13,0,1,1
0x7effc3db1a00,0x2bc2d7a00,14,0,12,0
